1;Bits = 0010100101101111;X = 10607;X_normalizado = -13.525902189669642;Fitness = -5.762564672621145
2;Bits = 0010100101101111;X = 10607;X_normalizado = -13.525902189669642;Fitness = -5.762564672621145
3;Bits = 0010100101101111;X = 10607;X_normalizado = -13.525902189669642;Fitness = -5.762564672621145
4;Bits = 0010100101101111;X = 10607;X_normalizado = -13.525902189669642;Fitness = -5.762564672621145
5;Bits = 0010100101101111;X = 10607;X_normalizado = -13.525902189669642;Fitness = -5.762564672621145
6;Bits = 0010100101101111;X = 10607;X_normalizado = -13.525902189669642;Fitness = -5.762564672621145
7;Bits = 0010100101101111;X = 10607;X_normalizado = -13.525902189669642;Fitness = -5.762564672621145
8;Bits = 0010100101101111;X = 10607;X_normalizado = -13.525902189669642;Fitness = -5.762564672621145
9;Bits = 1011110001101010;X = 48234;X_normalizado = 9.44014648661021;Fitness = -7.439031666965226
10;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
11;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
12;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
13;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
14;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
15;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
16;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
17;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
18;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
19;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
20;Bits = 1011110001101011;X = 48235;X_normalizado = 9.440756847486078;Fitness = -7.439551643354914
