1;Bits = 0000100110000001;X = 2433;X_normalizado = -18.514991989013502;Fitness = -15.488402066461806
2;Bits = 0000100110000001;X = 2433;X_normalizado = -18.514991989013502;Fitness = -15.488402066461806
3;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
4;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
5;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
6;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
7;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
8;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
9;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
10;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
11;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
12;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
13;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
14;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
15;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
16;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
17;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
18;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
19;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
20;Bits = 0000011100010010;X = 1810;X_normalizado = -18.89524681467918;Fitness = -16.8755268418462
