1;Bits = 0000101000101100;X = 2604;X_normalizado = -18.4106202792401;Fitness = -14.665376372557567
2;Bits = 0000101000101100;X = 2604;X_normalizado = -18.4106202792401;Fitness = -14.665376372557567
3;Bits = 0000101000011100;X = 2588;X_normalizado = -18.420386053253985;Fitness = -14.749868764292156
4;Bits = 0000101000011100;X = 2588;X_normalizado = -18.420386053253985;Fitness = -14.749868764292156
5;Bits = 0000101000011100;X = 2588;X_normalizado = -18.420386053253985;Fitness = -14.749868764292156
6;Bits = 0000101000011100;X = 2588;X_normalizado = -18.420386053253985;Fitness = -14.749868764292156
7;Bits = 0000101000011100;X = 2588;X_normalizado = -18.420386053253985;Fitness = -14.749868764292156
8;Bits = 0000101000011100;X = 2588;X_normalizado = -18.420386053253985;Fitness = -14.749868764292156
9;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
10;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
11;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
12;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
13;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
14;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
15;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
16;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
17;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
18;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
19;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
20;Bits = 0000011010011101;X = 1693;X_normalizado = -18.96665903715572;Fitness = -16.836761358687646
