1;Bits = 1011110011110000;X = 48368;X_normalizado = 9.521934843976503;Fitness = -7.477029223064148
2;Bits = 1011110011110000;X = 48368;X_normalizado = 9.521934843976503;Fitness = -7.477029223064148
3;Bits = 1011110011110000;X = 48368;X_normalizado = 9.521934843976503;Fitness = -7.477029223064148
4;Bits = 1011110011110000;X = 48368;X_normalizado = 9.521934843976503;Fitness = -7.477029223064148
5;Bits = 1011110011110000;X = 48368;X_normalizado = 9.521934843976503;Fitness = -7.477029223064148
6;Bits = 0000011001110000;X = 1648;X_normalizado = -18.994125276569772;Fitness = -16.79597930347986
7;Bits = 0000011001110000;X = 1648;X_normalizado = -18.994125276569772;Fitness = -16.79597930347986
8;Bits = 0000011001110000;X = 1648;X_normalizado = -18.994125276569772;Fitness = -16.79597930347986
9;Bits = 0000011001110000;X = 1648;X_normalizado = -18.994125276569772;Fitness = -16.79597930347986
10;Bits = 0000011001110000;X = 1648;X_normalizado = -18.994125276569772;Fitness = -16.79597930347986
