1;Bits = 1110100101010000;X = 59728;X_normalizado = 16.455634393835354;Fitness = -10.066494352150741
2;Bits = 1110100101010000;X = 59728;X_normalizado = 16.455634393835354;Fitness = -10.066494352150741
3;Bits = 1110100101001010;X = 59722;X_normalizado = 16.451972228580146;Fitness = -10.104693841547952
4;Bits = 1110100001011010;X = 59482;X_normalizado = 16.30548561837186;Fitness = -11.480267818958449
5;Bits = 1110100001011010;X = 59482;X_normalizado = 16.30548561837186;Fitness = -11.480267818958449
6;Bits = 1110100001011010;X = 59482;X_normalizado = 16.30548561837186;Fitness = -11.480267818958449
7;Bits = 1110100001011010;X = 59482;X_normalizado = 16.30548561837186;Fitness = -11.480267818958449
8;Bits = 1110100001011010;X = 59482;X_normalizado = 16.30548561837186;Fitness = -11.480267818958449
9;Bits = 1110100001011010;X = 59482;X_normalizado = 16.30548561837186;Fitness = -11.480267818958449
10;Bits = 1110100001011010;X = 59482;X_normalizado = 16.30548561837186;Fitness = -11.480267818958449
11;Bits = 1110100001011010;X = 59482;X_normalizado = 16.30548561837186;Fitness = -11.480267818958449
12;Bits = 1110100001001000;X = 59464;X_normalizado = 16.29449912260624;Fitness = -11.571085503032203
13;Bits = 1110010101001000;X = 58696;X_normalizado = 15.825741969939727;Fitness = -13.716102856192256
14;Bits = 1110010101001000;X = 58696;X_normalizado = 15.825741969939727;Fitness = -13.716102856192256
15;Bits = 1110010101001000;X = 58696;X_normalizado = 15.825741969939727;Fitness = -13.716102856192256
16;Bits = 1110010101001000;X = 58696;X_normalizado = 15.825741969939727;Fitness = -13.716102856192256
17;Bits = 1110010101001000;X = 58696;X_normalizado = 15.825741969939727;Fitness = -13.716102856192256
18;Bits = 1110010101001000;X = 58696;X_normalizado = 15.825741969939727;Fitness = -13.716102856192256
19;Bits = 1110010101001000;X = 58696;X_normalizado = 15.825741969939727;Fitness = -13.716102856192256
20;Bits = 1110010101001000;X = 58696;X_normalizado = 15.825741969939727;Fitness = -13.716102856192256
