1;Bits = 0011000111101111;X = 12783;X_normalizado = -12.197756923781185;Fitness = -9.378406273451654
2;Bits = 0011000111101111;X = 12783;X_normalizado = -12.197756923781185;Fitness = -9.378406273451654
3;Bits = 0011000111100111;X = 12775;X_normalizado = -12.202639810788128;Fitness = -9.404294882723656
4;Bits = 0011000111100111;X = 12775;X_normalizado = -12.202639810788128;Fitness = -9.404294882723656
5;Bits = 0011000111100111;X = 12775;X_normalizado = -12.202639810788128;Fitness = -9.404294882723656
6;Bits = 0011000111100111;X = 12775;X_normalizado = -12.202639810788128;Fitness = -9.404294882723656
7;Bits = 0011000111100111;X = 12775;X_normalizado = -12.202639810788128;Fitness = -9.404294882723656
8;Bits = 0011000111100111;X = 12775;X_normalizado = -12.202639810788128;Fitness = -9.404294882723656
9;Bits = 0011000111100111;X = 12775;X_normalizado = -12.202639810788128;Fitness = -9.404294882723656
10;Bits = 0011000011101111;X = 12527;X_normalizado = -12.354009308003358;Fitness = -10.076488235830064
11;Bits = 0011000011101111;X = 12527;X_normalizado = -12.354009308003358;Fitness = -10.076488235830064
12;Bits = 0011000011100111;X = 12519;X_normalizado = -12.3588921950103;Fitness = -10.093836636118153
13;Bits = 0011000011100111;X = 12519;X_normalizado = -12.3588921950103;Fitness = -10.093836636118153
14;Bits = 0011000011100111;X = 12519;X_normalizado = -12.3588921950103;Fitness = -10.093836636118153
15;Bits = 0011000001100111;X = 12391;X_normalizado = -12.437018387121386;Fitness = -10.333115296247511
16;Bits = 0011000001100111;X = 12391;X_normalizado = -12.437018387121386;Fitness = -10.333115296247511
17;Bits = 0011000001100111;X = 12391;X_normalizado = -12.437018387121386;Fitness = -10.333115296247511
18;Bits = 0011000001100111;X = 12391;X_normalizado = -12.437018387121386;Fitness = -10.333115296247511
19;Bits = 0011000001100111;X = 12391;X_normalizado = -12.437018387121386;Fitness = -10.333115296247511
20;Bits = 0011000001100111;X = 12391;X_normalizado = -12.437018387121386;Fitness = -10.333115296247511
