1;Bits = 0000100001000111;X = 2119;X_normalizado = -18.706645304036012;Fitness = -16.515943135045287
2;Bits = 0000100001000111;X = 2119;X_normalizado = -18.706645304036012;Fitness = -16.515943135045287
3;Bits = 0000100000011111;X = 2079;X_normalizado = -18.731059739070727;Fitness = -16.599708903801314
4;Bits = 0000100000011111;X = 2079;X_normalizado = -18.731059739070727;Fitness = -16.599708903801314
5;Bits = 0000100000011111;X = 2079;X_normalizado = -18.731059739070727;Fitness = -16.599708903801314
6;Bits = 0000100000011111;X = 2079;X_normalizado = -18.731059739070727;Fitness = -16.599708903801314
7;Bits = 0000100000001111;X = 2063;X_normalizado = -18.740825513084612;Fitness = -16.630154762609074
8;Bits = 0000100000001111;X = 2063;X_normalizado = -18.740825513084612;Fitness = -16.630154762609074
9;Bits = 0000100000001111;X = 2063;X_normalizado = -18.740825513084612;Fitness = -16.630154762609074
10;Bits = 0000100000001111;X = 2063;X_normalizado = -18.740825513084612;Fitness = -16.630154762609074
